,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,score_category_math,score_category_reading,score_category_writing
897,female,group B,some high school,free/reduced,completed,63.0,78.0,79.0,Intermediate,Advanced,Advanced
898,male,group D,associate's degree,standard,completed,67.0,54.0,63.0,Intermediate,Intermediate,Intermediate
899,female,group D,some high school,standard,completed,65.0,78.0,82.0,Intermediate,Advanced,Advanced
900,male,group D,master's degree,standard,none,85.0,84.0,89.0,Advanced,Advanced,Advanced
901,female,group C,master's degree,standard,none,73.0,78.0,74.0,Intermediate,Advanced,Intermediate
902,female,group A,high school,free/reduced,completed,34.0,48.0,41.0,Elementary,Intermediate,Elementary
903,female,group D,bachelor's degree,free/reduced,completed,93.0,100.0,100.0,Master,Master,Master
904,female,group D,some high school,free/reduced,none,67.0,84.0,84.0,Intermediate,Advanced,Advanced
905,male,group D,some college,standard,none,88.0,77.0,77.0,Advanced,Advanced,Advanced
906,male,group B,high school,standard,none,57.0,48.0,51.0,Intermediate,Intermediate,Intermediate
907,female,group D,some college,standard,completed,79.0,84.0,91.0,Advanced,Advanced,Master
908,female,group C,bachelor's degree,free/reduced,none,67.0,75.0,72.0,Intermediate,Intermediate,Intermediate
909,male,group E,bachelor's degree,standard,completed,70.0,64.0,70.0,Intermediate,Intermediate,Intermediate
910,male,group D,bachelor's degree,free/reduced,none,50.0,42.0,48.0,Intermediate,Elementary,Intermediate
911,female,group A,some college,standard,none,69.0,84.0,82.0,Intermediate,Advanced,Advanced
912,female,group C,bachelor's degree,standard,completed,52.0,61.0,66.0,Intermediate,Intermediate,Intermediate
913,female,group C,bachelor's degree,free/reduced,completed,47.0,62.0,66.0,Intermediate,Intermediate,Intermediate
914,female,group B,associate's degree,free/reduced,none,46.0,61.0,55.0,Intermediate,Intermediate,Intermediate
915,female,group E,some college,standard,none,68.0,70.0,66.0,Intermediate,Intermediate,Intermediate
916,male,group E,bachelor's degree,standard,completed,100.0,100.0,100.0,Master,Master,Master
917,female,group C,high school,standard,none,44.0,61.0,52.0,Elementary,Intermediate,Intermediate
918,female,group C,associate's degree,standard,completed,57.0,77.0,80.0,Intermediate,Advanced,Advanced
919,male,group B,some college,standard,completed,91.0,96.0,91.0,Master,Master,Master
920,male,group D,high school,free/reduced,none,69.0,70.0,67.0,Intermediate,Intermediate,Intermediate
921,female,group C,high school,free/reduced,none,35.0,53.0,46.0,Elementary,Intermediate,Intermediate
922,male,group D,high school,standard,none,72.0,66.0,66.0,Intermediate,Intermediate,Intermediate
923,female,group B,associate's degree,free/reduced,none,54.0,65.0,65.0,Intermediate,Intermediate,Intermediate
924,male,group D,high school,free/reduced,none,74.0,70.0,69.0,Intermediate,Intermediate,Intermediate
925,male,group E,some high school,standard,completed,74.0,64.0,60.0,Intermediate,Intermediate,Intermediate
926,male,group E,associate's degree,free/reduced,none,64.0,56.0,52.0,Intermediate,Intermediate,Intermediate
927,female,group D,high school,free/reduced,completed,65.0,61.0,71.0,Intermediate,Intermediate,Intermediate
928,male,group E,associate's degree,free/reduced,completed,46.0,43.0,44.0,Intermediate,Elementary,Elementary
929,female,group C,some high school,free/reduced,none,48.0,56.0,51.0,Intermediate,Intermediate,Intermediate
930,male,group C,some college,free/reduced,completed,67.0,74.0,70.0,Intermediate,Intermediate,Intermediate
931,male,group D,some college,free/reduced,none,62.0,57.0,62.0,Intermediate,Intermediate,Intermediate
932,male,group D,associate's degree,free/reduced,completed,61.0,71.0,73.0,Intermediate,Intermediate,Intermediate
933,male,group C,bachelor's degree,free/reduced,completed,70.0,75.0,74.0,Intermediate,Intermediate,Intermediate
934,male,group C,associate's degree,standard,completed,98.0,87.0,90.0,Master,Advanced,Advanced
935,male,group D,some college,free/reduced,none,70.0,63.0,58.0,Intermediate,Intermediate,Intermediate
936,male,group A,associate's degree,standard,none,67.0,57.0,53.0,Intermediate,Intermediate,Intermediate
937,female,group E,high school,free/reduced,none,57.0,58.0,57.0,Intermediate,Intermediate,Intermediate
938,male,group D,some college,standard,completed,85.0,81.0,85.0,Advanced,Advanced,Advanced
939,male,group D,some high school,standard,completed,77.0,68.0,69.0,Advanced,Intermediate,Intermediate
940,male,group C,master's degree,free/reduced,completed,72.0,66.0,72.0,Intermediate,Intermediate,Intermediate
941,female,group D,master's degree,standard,none,78.0,91.0,96.0,Advanced,Master,Master
942,male,group C,high school,standard,none,81.0,66.0,64.0,Advanced,Intermediate,Intermediate
943,male,group A,some high school,free/reduced,completed,61.0,62.0,61.0,Intermediate,Intermediate,Intermediate
944,female,group B,high school,standard,none,58.0,68.0,61.0,Intermediate,Intermediate,Intermediate
945,female,group C,associate's degree,standard,none,54.0,61.0,58.0,Intermediate,Intermediate,Intermediate
946,male,group B,high school,standard,none,82.0,82.0,80.0,Advanced,Advanced,Advanced
947,female,group D,some college,free/reduced,none,49.0,58.0,60.0,Intermediate,Intermediate,Intermediate
948,male,group B,some high school,free/reduced,completed,49.0,50.0,52.0,Intermediate,Intermediate,Intermediate
949,female,group E,high school,free/reduced,completed,57.0,75.0,73.0,Intermediate,Intermediate,Intermediate
950,male,group E,high school,standard,none,94.0,73.0,71.0,Master,Intermediate,Intermediate
951,female,group D,some college,standard,completed,75.0,77.0,83.0,Intermediate,Advanced,Advanced
952,female,group E,some high school,free/reduced,none,74.0,74.0,72.0,Intermediate,Intermediate,Intermediate
953,male,group C,high school,standard,completed,58.0,52.0,54.0,Intermediate,Intermediate,Intermediate
954,female,group C,some college,standard,none,62.0,69.0,69.0,Intermediate,Intermediate,Intermediate
955,male,group E,associate's degree,standard,none,72.0,57.0,62.0,Intermediate,Intermediate,Intermediate
956,male,group C,some college,standard,none,84.0,87.0,81.0,Advanced,Advanced,Advanced
957,female,group D,master's degree,standard,none,92.0,100.0,100.0,Master,Master,Master
958,female,group D,high school,standard,none,45.0,63.0,59.0,Elementary,Intermediate,Intermediate
959,male,group C,high school,standard,none,75.0,81.0,71.0,Intermediate,Advanced,Intermediate
960,female,group A,some college,standard,none,56.0,58.0,64.0,Intermediate,Intermediate,Intermediate
961,female,group D,some high school,free/reduced,none,48.0,54.0,53.0,Intermediate,Intermediate,Intermediate
962,female,group E,associate's degree,standard,none,100.0,100.0,100.0,Master,Master,Master
963,female,group C,some high school,free/reduced,completed,65.0,76.0,75.0,Intermediate,Advanced,Intermediate
964,male,group D,some college,standard,none,72.0,57.0,58.0,Intermediate,Intermediate,Intermediate
965,female,group D,some college,standard,none,62.0,70.0,72.0,Intermediate,Intermediate,Intermediate
966,male,group A,some high school,standard,completed,66.0,68.0,64.0,Intermediate,Intermediate,Intermediate
967,male,group C,some college,standard,none,63.0,63.0,60.0,Intermediate,Intermediate,Intermediate
968,female,group E,associate's degree,standard,none,68.0,76.0,67.0,Intermediate,Advanced,Intermediate
969,female,group B,bachelor's degree,standard,none,75.0,84.0,80.0,Intermediate,Advanced,Advanced
970,female,group D,bachelor's degree,standard,none,89.0,100.0,100.0,Advanced,Master,Master
971,male,group C,some high school,standard,completed,78.0,72.0,69.0,Advanced,Intermediate,Intermediate
972,female,group A,high school,free/reduced,completed,53.0,50.0,60.0,Intermediate,Intermediate,Intermediate
973,female,group D,some college,free/reduced,none,49.0,65.0,61.0,Intermediate,Intermediate,Intermediate
974,female,group A,some college,standard,none,54.0,63.0,67.0,Intermediate,Intermediate,Intermediate
975,female,group C,some college,standard,completed,64.0,82.0,77.0,Intermediate,Advanced,Advanced
976,male,group B,some college,free/reduced,completed,60.0,62.0,60.0,Intermediate,Intermediate,Intermediate
977,male,group C,associate's degree,standard,none,62.0,65.0,58.0,Intermediate,Intermediate,Intermediate
978,male,group D,high school,standard,completed,55.0,41.0,48.0,Intermediate,Elementary,Intermediate
979,female,group C,associate's degree,standard,none,91.0,95.0,94.0,Master,Master,Master
980,female,group B,high school,free/reduced,none,27.0,29.0,25.875,Elementary,Elementary,Elementary
981,male,group D,some high school,standard,none,81.0,78.0,78.0,Advanced,Advanced,Advanced
982,male,group B,some high school,standard,completed,79.0,85.0,86.0,Advanced,Advanced,Advanced
983,female,group A,some college,standard,completed,78.0,87.0,91.0,Advanced,Advanced,Master
984,female,group C,some high school,standard,none,74.0,75.0,82.0,Intermediate,Intermediate,Advanced
985,male,group A,high school,standard,none,57.0,51.0,54.0,Intermediate,Intermediate,Intermediate
986,female,group C,associate's degree,standard,none,40.0,59.0,51.0,Elementary,Intermediate,Intermediate
987,male,group E,some high school,standard,completed,81.0,75.0,76.0,Advanced,Intermediate,Advanced
988,female,group A,some high school,free/reduced,none,44.0,45.0,45.0,Elementary,Elementary,Elementary
989,female,group D,some college,free/reduced,completed,67.0,86.0,83.0,Intermediate,Advanced,Advanced
990,male,group E,high school,free/reduced,completed,86.0,81.0,75.0,Advanced,Advanced,Intermediate
991,female,group B,some high school,standard,completed,65.0,82.0,78.0,Intermediate,Advanced,Advanced
992,female,group D,associate's degree,free/reduced,none,55.0,76.0,76.0,Intermediate,Advanced,Advanced
993,female,group D,bachelor's degree,free/reduced,none,62.0,72.0,74.0,Intermediate,Intermediate,Intermediate
994,male,group A,high school,standard,none,63.0,63.0,62.0,Intermediate,Intermediate,Intermediate
995,female,group E,master's degree,standard,completed,88.0,99.0,95.0,Advanced,Master,Master
996,male,group C,high school,free/reduced,none,62.0,55.0,55.0,Intermediate,Intermediate,Intermediate
997,female,group C,high school,free/reduced,completed,59.0,71.0,65.0,Intermediate,Intermediate,Intermediate
998,female,group D,some college,standard,completed,68.0,78.0,77.0,Intermediate,Advanced,Advanced
999,female,group D,some college,free/reduced,none,77.0,86.0,86.0,Advanced,Advanced,Advanced
